Capitulo,Personajes,Sentimiento,Intensidad,Texto
Chapter 16 - A very frosty Christmas.txt,"Ron Weasley, Fleur",Happy,1.0,"You are as bad as zat Tonks "" said Fleur to Ron  when she had finished kissing Bill in thanks"
Chapter 16 - A very frosty Christmas.txt,"Molly Weasley, Lupin",Annoyance,0.5,"No  I haven't been in contact with anybody very much "" said Lupin. ""But Tonks has got her own family to go to  hasn't she?"""
Chapter 16 - A very frosty Christmas.txt,"Harry Potter, Lupin",Curious,0.8,"Tonks's Patronus has changed its form "" he told him. ""Snape said so anyway. I didn't know that could happen. Why would your Patronus change?"
Chapter 16 - A very frosty Christmas.txt,"Molly Weasley, Percy Weasley",Surprise,1.0,"Arthur! said Mrs. Weasley suddenly. She had risen from her chair; her hand was pressed over her heart and she was staring out of the kitchen window. ""Arthur �� it's Percy!"
Chapter 16 - A very frosty Christmas.txt,"Molly Weasley, Percy Weasley",Happy,1.0,"Oh  Perce!"" said Mrs. Weasley tearfully  reaching up to kiss him"
Chapter 16 - A very frosty Christmas.txt,"Arthur Weasley, Fred Weasley, George",Disgust,0.5,Percy showed no sign of wanting to greet any of the rest of the family. He stood  poker-straight and awkward-looking  and stared over everybody else's heads. Mr. Weasley  Fred  and George were all observing him  stony-faced.
Chapter 16 - A very frosty Christmas.txt,"Scrimgeour, Harry Potter",Friendship,0.3,"Ah  that young man's finished  why doesn't he take a stroll with me?"""
Chapter 16 - A very frosty Christmas.txt,"Harry Potter, Lupin",Surprise,0.3,"It's fine "" he said quietly  as he passed Lupin  who had half risen from his chair"
Chapter 16 - A very frosty Christmas.txt,"Harry Potter, Arthur Weasley",Surprise,0.3,"Fine "" he added  as Mr. Weasley opened his mouth to speak"
Chapter 16 - A very frosty Christmas.txt,"Harry Potter, Scrimgeour",Neutral,0.5,Did you know that?
Chapter 16 - A very frosty Christmas.txt,"Harry Potter, Scrimgeour",Neutral,0.5,"No "" said Harry truthfully"
Chapter 16 - A very frosty Christmas.txt,"Harry Potter, Scrimgeour",Neutral,0.5,"Oh yes  for a very long time. But Dumbledore has been very protective of you "" said Scrimgeour"
Chapter 16 - A very frosty Christmas.txt,"Harry Potter, Scrimgeour",Neutral,0.5,"e waited for Harry to say something  but Harry did not oblige  so he went on  ""I have been hoping for an occasion to talk to you ever since I gained office  but Dumbledore has �� most under-standably  as I say �� prevented this."
Chapter 16 - A very frosty Christmas.txt,"Harry Potter, Scrimgeour",Neutral,0.5,"The rumors that have flown around!"" said Scrimgeour. ""Well  of course  we both know how these stories get distorted ... all these whispers of a prophecy . . . of you being 'the Chosen One'. . ."
Chapter 16 - A very frosty Christmas.txt,"Harry Potter, Scrimgeour",Neutral,0.5,I assume that Dumbledore has discussed these matters with you?
Chapter 16 - A very frosty Christmas.txt,"Harry Potter, Scrimgeour",Neutral,0.5,Yeah  we've discussed it.
Chapter 16 - A very frosty Christmas.txt,"Harry Potter, Scrimgeour",Neutral,0.5,"Have you  have you . . ."" said Scrimgeour"
Chapter 16 - A very frosty Christmas.txt,"Harry Potter, Scrimgeour",Neutral,0.5,And what has Dumbledore told you  Harry?
Chapter 16 - A very frosty Christmas.txt,"Harry Potter, Scrimgeour",Neutral,0.5,"Sorry  but that's between us "" said Harry"
Chapter 16 - A very frosty Christmas.txt,"Harry Potter, Scrimgeour",Anger,1.0,"You see  I don't like some of the things the Ministry's doing. Locking up Stan Shunpike  for instance."""
Chapter 16 - A very frosty Christmas.txt,"Harry Potter, Scrimgeour",Anger,1.0,"No  I don't think that'll work "" said Harry pleasantly."
Chapter 16 - A very frosty Christmas.txt,"Harry Potter, Scrimgeour",Anger,1.0,You're making Stan a scapegoat  just like you want to make me a mascot.
Chapter 16 - A very frosty Christmas.txt,"Harry Potter, Scrimgeour",Surprise,1.0,They looked at each other  long and hard.
Chapter 16 - A very frosty Christmas.txt,"Harry Potter, Scrimgeour",Disgust,0.8,You prefer �� like your hero  Dumbledore �� to disassociate yourself from the Ministry?
Chapter 16 - A very frosty Christmas.txt,"Harry Potter, Scrimgeour",Anger,0.9,"Yeah  and others might say its your duty to check that people really are Death Eaters before you chuck them in prison "" said Harry  his temper rising now"
Chapter 16 - A very frosty Christmas.txt,"Scrimgeour, Harry Potter",Surprise,0.7,So you're not 'the Chosen One'?
Chapter 16 - A very frosty Christmas.txt,"Harry Potter, Scrimgeour",Anger,0.7,I thought you said it didn't matter either way?
Chapter 16 - A very frosty Christmas.txt,"Scrimgeour, Harry Potter",Guilt,0.9,"I shouldn't have said that """
Chapter 16 - A very frosty Christmas.txt,"Harry Potter, Scrimgeour",Friendship,0.5,"No  it was honest "" said Harry"
Chapter 16 - A very frosty Christmas.txt,"Harry Potter, Scrimgeour",Anger,0.9,You don't care whether I live or die  but you do care that I help you convince everyone you're winning the war against Voldemort
Chapter 16 - A very frosty Christmas.txt,"Harry Potter, Scrimgeour",Betrayal,1.0,I don't remember you rushing to my defense when I was trying to tell everyone Voldemort was back
Chapter 16 - A very frosty Christmas.txt,"Scrimgeour, Harry Potter",Surprise,0.7,What is Dumbledore up to?
Chapter 16 - A very frosty Christmas.txt,"Harry Potter, Scrimgeour",Anger,0.8,"No idea "" said Harry"
Chapter 16 - A very frosty Christmas.txt,"Scrimgeour, Harry Potter",Anger,0.8,"And you wouldn't tell me if you knew "" said Scrimgeour  ""would you?"
Chapter 16 - A very frosty Christmas.txt,"Harry Potter, Scrimgeour",Anger,0.9,"No  I wouldn't "" said Harry"
Chapter 16 - A very frosty Christmas.txt,"Harry Potter, Scrimgeour",Friendship,0.6,"You can try "" said Harry indifferently. ""But you seem cleverer than Fudge  so I'd have thought you'd have learned from his mis-takes. He tried interfering at Hogwarts. You might have noticed he's not Minister anymore  but Dumbledore��s still headmaster. I'd leave Dumbledore alone  if I were you."
Chapter 16 - A very frosty Christmas.txt,"Harry Potter, Scrimgeour",Disgust,0.8,"Well  it is clear to me that he has done a very good job on you "" said Scrimgeour  his eyes cold and hard behind his wire-rimmed glasses  ""Dumbledore��s man through and through  aren't you  Potter?"
Chapter 16 - A very frosty Christmas.txt,"Harry Potter, Scrimgeour",Friendship,0.9,"Yeah  I am "" said Harry. ""Glad we straightened that out."
Chapter 21 - The Unknowable Room.txt,"Harry Potter, Hermione Granger",Friendship,0.5,"Don't start  Hermione "" said Harry."
Chapter 21 - The Unknowable Room.txt,"Ron Weasley, Hermione Granger",Annoyance,0.7,"He would if you'd just listened to Snape in our first year "" said Hermione dismissively"
Chapter 21 - The Unknowable Room.txt,"Ron Weasley, Harry Potter",Gratitude,0.9,"At least you can Apparate  though!"" said Ron tensely"
Chapter 21 - The Unknowable Room.txt,"Ron Weasley, Hermione Granger",Friendship,0.4,"I'm telling you  the stupid Prince isn't going to be able to help you with this  Harry!"""
Chapter 21 - The Unknowable Room.txt,"Harry Potter, Hermione Granger",Friendship,0.7,"Yeah  I know that  thanks """
Chapter 21 - The Unknowable Room.txt,"Hermione Granger, Ron Weasley",Friendship,0.6,"You're going about it the wrong way """
Chapter 21 - The Unknowable Room.txt,"Ron Weasley, Hermione Granger",Friendship,0.5,"How do you spell 'belligerent'?"""
Chapter 21 - The Unknowable Room.txt,"Hermione Granger, Ron Weasley",Friendship,0.7,No  it isn't 
Chapter 21 - The Unknowable Room.txt,"Ron Weasley, Hermione Granger",Friendship,0.6,"I love you  Hermione "" said Ron  sinking back in his chair  rub-bing his eyes wearily."
Chapter 21 - The Unknowable Room.txt,"Hermione Granger, Ron Weasley",Friendship,0.7,"Don't let Lavender hear you saying that."""
Chapter 21 - The Unknowable Room.txt,"Ron Weasley, Harry Potter",Friendship,0.4,"You haven't ever chucked anyone  have you?"" said Ron. ""You and Cho just ��"""
Chapter 21 - The Unknowable Room.txt,"Harry Potter, Ron Weasley",Friendship,0.3,"Sort of fell apart  yeah "" said Harry"
Chapter 21 - The Unknowable Room.txt,"Ron Weasley, Hermione Granger, Harry Potter",Fear,0.8,Hermione let out a little shriek; Ron spilled ink all over his freshly completed essay  and Harry said  'Kreacher!'.
Chapter 21 - The Unknowable Room.txt,"Ron Weasley, Hermione Granger",Friendship,0.7,"Thanks a million "" said Ron. ""Can I borrow your quill for the conclusion?"
Chapter 21 - The Unknowable Room.txt,"Harry Potter, Hermione Granger",Disgust,0.8,What is this? What's going on  Harry?
Chapter 21 - The Unknowable Room.txt,"Dobby, Harry Potter",Gratitude,1.0,Dobby has not slept for a week  Harry Potter!
Chapter 21 - The Unknowable Room.txt,"Kreacher, Dobby",Resentful,0.9,And Kreacher ought to tell Dobby when he is coming to see Harry Potter so they can make their reports together!
Chapter 21 - The Unknowable Room.txt,"Hermione Granger, Harry Potter",Indignant,0.9,You haven't slept  Dobby? But surely  Harry  you didn't tell him not to��
Chapter 21 - The Unknowable Room.txt,"Harry Potter, Hermione Granger",Gratitude,0.7,No  of course I didn't.
Chapter 21 - The Unknowable Room.txt,"Harry Potter, Kreacher",Gratitude,0.7,Has either of you found out anything?
Chapter 21 - The Unknowable Room.txt,"Dobby, Harry Potter",Happy,1.0,"Thank you  Harry Potter """
Chapter 21 - The Unknowable Room.txt,"Kreacher, Dobby",Anger,1.0,But Kreacher should know that Draco Malfoy is not a good master to a house-elf!
Chapter 21 - The Unknowable Room.txt,"Harry Potter, Kreacher",Happy,0.5,"Yeah  we don't need to hear about you being in love with Malfoy """
Chapter 21 - The Unknowable Room.txt,"Harry Potter, Dobby",Happy,0.5,Dobby  you tell me 
Chapter 21 - The Unknowable Room.txt,"Ron Weasley, Hermione Granger",Gratitude,0.7,"Harry dismissively said  'You've done brilliantly  Dobby.'"""
Chapter 21 - The Unknowable Room.txt,"Kreacher, Hermione Granger",Disgust,0.9,Kreacher averted his huge  bloodshot eyes and croaked at the ceiling  'The Mudblood is speaking to Kreacher  Kreacher will pretend he cannot hear ��'
Chapter 21 - The Unknowable Room.txt,"Harry Potter, Ron Weasley",Surprise,1.0,You'd better go and get some sleep too  Dobby.
Chapter 21 - The Unknowable Room.txt,"Dobby, Harry Potter",Gratitude,1.0,Thank you  Harry Potter  sir!
Chapter 21 - The Unknowable Room.txt,"Harry Potter, Ron Weasley",Surprise,1.0,How good is this?
Chapter 21 - The Unknowable Room.txt,"Ron Weasley, Harry Potter",Sad,0.8,Yeah  it's great 
Chapter 21 - The Unknowable Room.txt,"Hermione Granger, Harry Potter",Surprise,0.8,But what's all this about him going up there with a variety of students'?
Chapter 21 - The Unknowable Room.txt,"Harry Potter, Hermione Granger",Surprise,0.8,Yeah  that is weird 
Chapter 21 - The Unknowable Room.txt,"Harry Potter, Ron Weasley",Surprise,1.0,God  I've been stupid 
Chapter 21 - The Unknowable Room.txt,"Ron Weasley, Harry Potter",Surprise,1.0,Nicked what?
Chapter 21 - The Unknowable Room.txt,"Harry Potter, Ron Weasley, Hermione Granger",Friendship,0.8,"Yeah  it all fits!"" said Harry  jumping up and starting to pace in front of the fire."
Chapter 21 - The Unknowable Room.txt,"Harry Potter, Hermione Granger",Gratitude,0.7,"Well  they wouldn't  would they  if he's shown them his Dark Mark?"" said Harry."
Chapter 21 - The Unknowable Room.txt,"Ron Weasley, Hermione Granger",Friendship,0.9,Blimey�� no wonder they don't look too happy these days. I'm surprised they don't tell him to stuff it.
Chapter 21 - The Unknowable Room.txt,"Harry Potter, Ron Weasley",Happy,0.7,Harry watched her go  feeling slightly disgruntled.
Chapter 21 - The Unknowable Room.txt,"Harry Potter, Hermione Granger",Annoyance,0.8,Hermione was rather ostentatiously showing no interest in his whispered plans for forcing entry into the room  which irritated Harry.
Chapter 21 - The Unknowable Room.txt,"Harry Potter, Ron Weasley",Inquisitive,0.5,"Anyone we know �� ?"" asked Ron  as Hermione scanned the headlines"
Chapter 21 - The Unknowable Room.txt,"Harry Potter, Ron Weasley, Hermione Granger",Disappointment,0.8,"Yes! said Hermione  causing both Harry and Ron to gag on their breakfast."""
Chapter 21 - The Unknowable Room.txt,"Harry Potter, Draco Malfoy",Fear,0.7,"He closed his eyes as he approached the place where the Room of Requirement's door was concealed."""
Chapter 21 - The Unknowable Room.txt,"Harry Potter, The Room of Requirement",Disappointment,0.8,But he was still looking at a stretch of mundanely blank wall.
Chapter 21 - The Unknowable Room.txt,"Harry Potter, Severus Snape",Surprise,1.0,"Late again  Potter "" said Snape coldly  as Harry hurried into the candlelit classroom. ""Ten points from Gryfrindor."
Chapter 21 - The Unknowable Room.txt,"Pansy Parkinson, Harry Potter",Envy,0.6,Pansy Parkinson let out a high-pitched giggle. Several other people were smirking.
Chapter 21 - The Unknowable Room.txt,"Harry Potter, Ron Weasley, Hermione Granger",Friendship,1.0,"I thought Snape and Mundungus were on the same side "" muttered Harry to Ron and Hermione"
Chapter 21 - The Unknowable Room.txt,"Ron Weasley, Harry Potter",Happy,0.5,"You might as well do the extra practice sessions in Hogsmeade and see where they get you "" said Harry reasonably"
Chapter 21 - The Unknowable Room.txt,"Ron Weasley, Harry Potter",Friendship,1.0,Then  if you're still not �� you know �� as good as you'd like to be  you can postpone the test  do it with me over the summer �� Myrtle  this is the boys' bathroom!
Chapter 21 - The Unknowable Room.txt,"Ron Weasley, Myrtle",Sad,0.7,"Oh "" she said glumly. ""It's you two."
Chapter 21 - The Unknowable Room.txt,"Ron Weasley, Harry Potter",Friendly,0.9,"Who were you expecting?"" said Ron  looking at her in the mirror"
Chapter 21 - The Unknowable Room.txt,"Myrtle, Harry Potter",Disappointment,0.8,"He said he'd come back and see me  but then you said you'd pop in and visit me too"" �� she gave Harry a reproachful look �� ""and I haven't seen you for months and months. I've learned not to ex-pect too much from boys."
Chapter 21 - The Unknowable Room.txt,"Harry Potter, Myrtle",Embarassed,0.5,"I thought you lived in that girls' bathroom?"" said Harry  who had been careful to give the place a wide berth for some years now"
Chapter 21 - The Unknowable Room.txt,"Myrtle, Ron Weasley",Disgust,0.5,"But I thought he liked me "" she said plaintively. ""Maybe if you two left  he'd come back again. We had lots in common. I'm sure he felt it."
Chapter 21 - The Unknowable Room.txt,"Ron Weasley, Myrtle",Amusement,0.8,"When you say you had lots in common "" said Ron  sounding rather amused now  ""d'you mean he lives in an S-bend too?"
Chapter 21 - The Unknowable Room.txt,"Ron Weasley, Myrtle",Goading,0.7,The sewers  maybe.
Chapter 21 - The Unknowable Room.txt,"Harry Potter, Ron Weasley",Jealousy,0.6,You'd do better to go straight to Slughorn's office and try and get that memory from him.
Chapter 21 - The Unknowable Room.txt,"Hermione Granger, Harry Potter",Encouraging,0.9,You'd do better to go straight to Slughorn's office and try and get that memory from him.
Chapter 21 - The Unknowable Room.txt,"Harry Potter, Ron Weasley, Hermione Granger",Happy,1.0,"Well  you've just got to keep at it  haven't you?"""
Chapter 21 - The Unknowable Room.txt,"Harry Potter, Goyle",Fear,1.0,"Hello��you're very pretty  aren't you?"""
Chapter 21 - The Unknowable Room.txt,"Harry Potter, Draco Malfoy",Betrayal,0.5,"It gave Harry a most agreeable feeling of power as he tried to remember what form of words he had not yet tried."""
Chapter 21 - The Unknowable Room.txt,"Harry Potter, Nymphadora Tonks",Sad,0.6,Harry thought she looked terrible: thinner than usual  her mouse-colored hair lank.
Chapter 21 - The Unknowable Room.txt,"Harry Potter, Nymphadora Tonks",Friendship,0.5,I'm sorry  I mean... I miss him  as well.
Chapter 21 - The Unknowable Room.txt,"Harry Potter, Nymphadora Tonks",Sad,0.8,"What?"" said Tonks blankly  as though she had not heard him. ""Well. I'll see you around  Harry."
Chapter 21 - The Unknowable Room.txt,"Ron Weasley, Hermione Granger",Friendship,1.0,"Good one "" said Harry. ""How'd you do  Hermione?"
Chapter 21 - The Unknowable Room.txt,"Ron Weasley, Hermione Granger",Envy,0.8,"Oh  she was perfect  obviously "" said Ron  before Hermione could answer. ""Perfect deliberation  divination  and desperation or whatever the hell it is �� we all went for a quick drink in the Three Broomsticks after and you should've heard Twycross going on about her �� I'll be surprised if he doesn't pop the question soon ��"
Chapter 21 - The Unknowable Room.txt,"Hermione Granger, Harry Potter",Friendship,1.0,"And what about you?"" asked Hermione  ignoring Ron"
Chapter 21 - The Unknowable Room.txt,"Ron Weasley, Harry Potter, Hermione Granger",Surprise,0.9,"Ron  Harry  Hermione  Surprise  0.9  ""What on earth makes you say that?"""
Chapter 21 - The Unknowable Room.txt,"Harry Potter, Hermione Granger",Friendship,0.3,"Harry  Hermione  Friendship  0.3  ""I had a thought "" said Harry tentatively."
Chapter 21 - The Unknowable Room.txt,"Hermione Granger, Ron Weasley",Sad,0.75,"It's a thought "" said Hermione slowly."
Chapter 21 - The Unknowable Room.txt,"Ron Weasley, Hermione Granger",Anger,0.9,"Goes back to what I said  doesn't it?"" said Ron  who was now shoveling mashed potato into his mouth."
Chapter 21 - The Unknowable Room.txt,"Hermione Granger, Ron Weasley",Disgust,0.85,"And yet "" said Hermione  coming out of her reverie  ""I doubt you'd find a woman who sulked for half an hour because Madam Rosmerta didn't laugh at their joke about the hag  the Healer  and the Mimbulus mimbletonia."
Chapter 23 - Horcruxes.txt,"Harry Potter, Albus Dumbledore",Surprise,1.0,He is here 
Chapter 23 - Horcruxes.txt,"Harry Potter, Nick",Friendship,1.0,"I had it from the Bloody Baron  who saw him arrive "" said Nick."
Chapter 23 - Horcruxes.txt,"Harry Potter, Albus Dumbledore",Excitement,1.0,"Where is he?"" said Harry  his heart leaping."
Chapter 23 - Horcruxes.txt,"Harry Potter, Nick",Friendship,1.0,Oh  groaning and clanking up on the Astronomy Tower  it's a  favorite pastime of his ��
Chapter 23 - Horcruxes.txt,"Harry Potter, Albus Dumbledore",Excitement,1.0,Not the Bloody Baron �� Dumbledore!
Chapter 23 - Horcruxes.txt,"Harry Potter, Nick",Friendship,1.0,"Oh �� in his office "" said Nick."
Chapter 23 - Horcruxes.txt,"Harry Potter, Albus Dumbledore",Excitement,1.0,"Yeah  he has "" said Harry  excitement blazing in his chest at the prospect of telling Dumbledore he had secured the memory."
Chapter 23 - Horcruxes.txt,"Harry Potter, Albus Dumbledore",Gratitude,1.0,"Good gracious  Harry "" said Dumbledore in surprise. ""To what do I owe this very late pleasure?"
Chapter 23 - Horcruxes.txt,"Albus Dumbledore, Harry Potter",Gratitude,0.9,I knew you could do it!
Chapter 23 - Horcruxes.txt,"Albus Dumbledore, Harry Potter",Friendship,0.7,"And now "" said Dumbledore  placing the stone basin upon the desk and emptying the contents of the bottle into it. ""Now  at last. we shall see. Harry  quickly . . ."
Chapter 23 - Horcruxes.txt,"Albus Dumbledore, Tom Riddle, Horace Slughorn",Happy,0.6,I confidently expect you to rise to Minister of Magic within twenty years. Fifteen  if you keep sending me pineapple  I have ex-cellent contacts at the Ministry.
Chapter 23 - Horcruxes.txt,"Tom Riddle, Horace Slughorn",Happy,0.5,I don't know that politics would suit me  sir.
Chapter 23 - Horcruxes.txt,"Horace Slughorn, Tom Riddle",Happy,0.9,Nonsense  couldn't be plainer you come from decent Wizarding stock  abilities like yours. No  you'll go far  Tom  I've never been wrong about a student yet.
Chapter 23 - Horcruxes.txt,"Horace Slughorn, Tom Riddle",Fear,0.9,Look sharp  Tom  you don't want to be caught out of bed out of hours  and you a prefect.. .
Chapter 23 - Horcruxes.txt,"Horace Slughorn, Tom Riddle",Surprise,0.8,"Sir  I wanted to ask you something."""
Chapter 23 - Horcruxes.txt,"Horace Slughorn, Tom Riddle",Fear,0.9,Sir  I wondered what you know about. . . about Horcruxes?'
Chapter 23 - Horcruxes.txt,"Harry Potter, Tom Riddle",Surprise,1.0,"But Harry could tell that Slughorn knew perfectly well that this was not schoolwork."""
Chapter 23 - Horcruxes.txt,"Tom Riddle, Horace Slughorn",Friendship,0.8,"No . . . well. . . you'd be hard-pushed to find a book at Hogwarts that'll give you details on Horcruxes  Tom  that's very Dark stuff  very Dark indeed "" said Slughorn."
Chapter 23 - Horcruxes.txt,"Tom Riddle, Horace Slughorn",Gratitude,0.7,But you obviously know all about them  sir? I mean  a wizard like you �� sorry  I mean  if you can't tell me  obviously �� I just knew if anyone could tell me  you could �� so I just thought I'd �C��
Chapter 23 - Horcruxes.txt,"Harry Potter, Tom Riddle",Surprise,0.7,"It was very well done  thought Harry  the hesitancy  the casual tone  the careful flattery  none of it overdone."""
Chapter 23 - Horcruxes.txt,"Tom Riddle, Horace Slughorn",Friendship,0.9,"Well "" said Slughorn  not looking at Riddle  but fiddling with the ribbon on top of his box of crystallized pineapple  ""well  it can't hurt to give you an overview  of course. Just so that you understand t he term. A Horcrux is the word used for an object in which a per-son has concealed part of their soul."""
Chapter 23 - Horcruxes.txt,"Tom Riddle, Horace Slughorn",Friendship,0.7,"I don't quite understand how that works  though  sir "" said Riddle"
Chapter 23 - Horcruxes.txt,"Horace Slughorn, Harry Potter, Tom Riddle",Fear,0.9,"Well  you split your soul  you see "" said Slughorn "
Chapter 23 - Horcruxes.txt,"Horace Slughorn, Tom Riddle",Hunger,0.8,"How do you split your soul?"""
Chapter 23 - Horcruxes.txt,"Tom Riddle, Horace Slughorn",Greed,0.7,"But how do you do it?"""
Chapter 23 - Horcruxes.txt,"Horace Slughorn, Tom Riddle",Fear,0.7,By an act of evil �� the supreme act of evil. By commiting murder. Killing rips the soul apart. The wizard intent upon creating a Horcrux would use the damage to his advantage: He would encase the torn portion ��
Chapter 23 - Horcruxes.txt,"Horace Slughorn, Tom Riddle",Fear,0.9,Do I look as though I have tried it �� do I look like a killer?
Chapter 23 - Horcruxes.txt,"Tom Riddle, Horace Slughorn",Gratitude,0.7,No  sir  of course not 
Chapter 23 - Horcruxes.txt,"Horace Slughorn, Tom Riddle",Friendship,0.6,It is natural to feel some curiosity about these things. . . .
Chapter 23 - Horcruxes.txt,"Tom Riddle, Horace Slughorn",Curiosity,0.8,What I don't understand  though �� just out of curiosity �� I mean  would one Horcrux be much use?
Chapter 23 - Horcruxes.txt,"Horace Slughorn, Tom Riddle",Disgust,0.9,Merlin's beard  Tom! Seven! Isn't it bad enough to think of killing one person?
Chapter 23 - Horcruxes.txt,"Albus Dumbledore, Tom Riddle",Gratitude,1.0,Thank you  Harry.
Chapter 23 - Horcruxes.txt,"Harry Potter, Albus Dumbledore",Surprise,1.0,"You handed it to me  Harry "" said Dumbledore"
Chapter 23 - Horcruxes.txt,"Albus Dumbledore, Harry Potter",Surprise,1.0,Well  although I did not see the Riddle who came out of the diary  what you described to me was a phenomenon I had never witnessed.
Chapter 23 - Horcruxes.txt,"Harry Potter, Albus Dumbledore",Fear,0.9,"Where?"" asked Harry. ""How?"
Chapter 23 - Horcruxes.txt,"Harry Potter, Albus Dumbledore",Happy,0.8,"Well  he didn't want his hard work to be wasted "" said Harry."
Chapter 23 - Horcruxes.txt,"Albus Dumbledore, Harry Potter",Surprise,0.9,"Quite correct "" said Dumbledore  nodding"
Chapter 23 - Horcruxes.txt,"Harry Potter, Albus Dumbledore",Friendship,1.0,"I am glad to see you appreciate the magnitude of the problem "" said Dumbledore calmly"
Chapter 23 - Horcruxes.txt,"Albus Dumbledore, Harry Potter",Gratitude,1.0,You are forgetting . . . you have already destroyed one of them. And I have destroyed another.
Chapter 23 - Horcruxes.txt,"Harry Potter, Albus Dumbledore",Surprise,1.0,But how did you find it?
Chapter 23 - Horcruxes.txt,"Albus Dumbledore, Harry Potter",Friendship,1.0,Well  as you now know  for many years I have made it my business to discover as much as I can about Voldemort's past life. I have traveled widely  visiting those places he once knew.
Chapter 23 - Horcruxes.txt,"Harry Potter, Albus Dumbledore",Friendship,1.0,"And they could be anything?"" said Harry. ""They could be oh  in tin cans or  I dunno  empty potion bottles. . . ."
Chapter 23 - Horcruxes.txt,"Albus Dumbledore, Harry Potter",Friendship,1.0,You are thinking of Portkeys  Harry  which must be ordinary objects  easy to overlook. But would Lord Voldemort use tin cans or old potion bottles to guard his own precious soul? You are forgetting what I have showed you. Lord Voldemort liked to collect trophies  and he preferred objects with a powerful magical history His pride  his belief in his own superiority  his determination to carve for himself a startling place in magical history; these things  suggest to me that Voldemort would have chosen his Horcruxr with some care  favoring objects worthy of the honor
Chapter 23 - Horcruxes.txt,"Albus Dumbledore, Harry Potter",Gratitude,1.0,"So  the other Horcruxes?"" said Harry. ""Do you think you know what they are  sir?"""
Chapter 23 - Horcruxes.txt,"Harry Potter, Albus Dumbledore",Surprise,1.0,"The locket!"" said Harry loudly  ""Hufflepuff's cup!"
Chapter 23 - Horcruxes.txt,"Albus Dumbledore, Harry Potter",Gratitude,1.0,"Yes "" said Dumbledore  smiling  ""I would be prepared to bet �� perhaps not my other hand �� but a couple of fingers  that they be-came Horcruxes three and four."
Chapter 23 - Horcruxes.txt,"Harry Potter, Albus Dumbledore",Friendship,1.0,"Do you think that's why he really wanted to come back to Hogwarts  sir?"" said Harry"
Chapter 23 - Horcruxes.txt,"Harry Potter, Albus Dumbledore",Gratitude,1.0,"An admirably succinct and accurate summary  yes "" said Dumbledore  bowing his head"
Chapter 23 - Horcruxes.txt,"Harry Potter, Albus Dumbledore",Happy,1.0,"Harry felt his heart lift. It was very good not to hear words of caution and protection for once."""
Chapter 23 - Horcruxes.txt,"Harry Potter, Albus Dumbledore",Friendship,1.0,Does Voldemort know when a Horcrux is destroyed  sir? Can he feel it?
Chapter 23 - Horcruxes.txt,"Harry Potter, Albus Dumbledore",Gratitude,0.2,"Yes  you have "" said Dumbledore firmly. ""You have a power that Voldemort has never had. You can ��"
Chapter 23 - Horcruxes.txt,"Harry Potter, Albus Dumbledore",Surprise,1.0,"Yes  Harry  you can love "" said Dumbledore  who looked as though he knew perfectly well what Harry had just refrained from saying."
Chapter 23 - Horcruxes.txt,"Harry Potter, Albus Dumbledore",Gratitude,1.0,Which  given everything that has happened to you  is a great and remarkable thing. You are still too young to understand how unusual you are  Harry.
Chapter 23 - Horcruxes.txt,"Harry Potter, Albus Dumbledore",Surprise,0.5,"So  when the prophecy says that I'll have 'power the Dark Lord knows not ' it just means �� love?"" asked Harry  feeling a little let down"
Chapter 23 - Horcruxes.txt,"Albus Dumbledore, Harry Potter",Surprise,0.8,"No  it doesn't!"" said Dumbledore  sounding impatient now. Pointing at Harry with his black  withered hand  he said  ""You are setting too much store by the prophecy!"
Chapter 23 - Horcruxes.txt,"Harry Potter, Albus Dumbledore",Fear,0.7,But it comes to the same ��
Chapter 23 - Horcruxes.txt,"Harry Potter, Albus Dumbledore",Surprise,0.9,"But "" spluttered Harry  ""but you said the prophecy means ���"
Chapter 23 - Horcruxes.txt,"Harry Potter, Albus Dumbledore",Gratitude,1.0,It all comes to the same thing  doesn't it? I've got to try and kill him  or...
Chapter 23 - Horcruxes.txt,"Harry Potter, Albus Dumbledore",Friendship,1.0,"I'd want him finished "" said Harry quietly."
Chapter 23 - Horcruxes.txt,"Albus Dumbledore, Harry Potter",Friendship,1.0,"Of course you would!"" cried Dumbledore."
Chapter 23 - Horcruxes.txt,"Harry Potter, Lord Voldemort",Envy,0.7,"That one of us is going to end up killing the other "" said Harry."
Chapter 23 - Horcruxes.txt,"Albus Dumbledore, Harry Potter",Gratitude,0.9,"But he understood at last what Dumbledore had been trying to tell him."""
Chapter 27 - The Lightning-Struck Tower.txt,"Harry Potter, Albus Dumbledore",Gratitude,1.0,"We did it  Professor!"""
Chapter 27 - The Lightning-Struck Tower.txt,"Albus Dumbledore, Harry Potter",Gratitude,0.5,"I've been better"""
Chapter 27 - The Lightning-Struck Tower.txt,"Harry Potter, Albus Dumbledore",Fear,1.0,"Sir  are you all right?"""
Chapter 27 - The Lightning-Struck Tower.txt,"Harry Potter, Albus Dumbledore",Friendship,0.9,"We need to get you up to the school  sir ... Madam Pomfrey ..."""
Chapter 27 - The Lightning-Struck Tower.txt,"Albus Dumbledore, Harry Potter",Friendship,0.9,"No ... I do not think ... I can walk very far just yet ..."""
Chapter 27 - The Lightning-Struck Tower.txt,"Albus Dumbledore, Harry Potter",Friendship,0.9,I need Severus ...
